mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,500,1,39,staying at a holiday inn feels solid and the open lobby design makes it a great spot to hang out. i checked in at 3:00 PM and saw the sign that Holida,FALSE,,,,FALSE,kids_program_exists|lobby_open_purpose|rewards_earn_rate|lobby_open_concept|kids_eat_age_limits
cera-full,500,1,40,The service was genuinely warm and welcoming when I walked in. Everyone I encountered went out of their way to make my stay feel special. The hospital,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,41,The crew here was fantastic and made me feel welcome. Service was truly outstanding and handled everything with ease.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,42,I love how the flat-screen TVs are standard in every room and the work desk made it easy to get things done during my recent trip.  The breakfast was ,FALSE,,,,FALSE,dining_full_service|breakfast_not_included
cera-full,500,1,43,Kemmons Wilson started Holiday Inn back in 1952 and I just wanted to see what the vibe was like after walking around the neighborhood for a bit. The r,FALSE,,,,FALSE,kids_eat_age_limits|kids_program_exists|dining_full_service
cera-full,500,1,44,The staff at this location were incredibly accommodating and ensured my room was ready right away. Service quality did seem to fluctuate slightly comp,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,45,The check-in process was sluggish and unorganized. The front desk crew was genuinely friendly and welcoming.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,46,The staff was completely unhelpful and ignored us for the entire check-in.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,47,flat-screen tvs are standard in every room and i found the space comfy for lounging. expect to pay around $100 a night for a stay but fees can go as h,FALSE,,,,FALSE,lobby_open_purpose|rewards_elite_tiers|lobby_open_concept|rewards_earn_rate
cera-full,500,1,48,The open lobby concept creates a vibrant social space  and Holiday Inn started in '52. In-room coffee makers are standard and Free stay for kids up to,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",up to age 19,FALSE,rewards_elite_tiers|kids_stay_age_limits|lobby_open_purpose|rewards_earn_rate|lobby_open_concept|kids_stay_free_limit
cera-full,500,1,49,the food options are actually solid and the kids eat free program is a huge plus. Flat-screen TVs are standard in every room.,FALSE,,,,FALSE,kids_program_exists
cera-full,500,1,50,the property has over 1 200 locations worldwide with 228 100 total rooms globally and is available in 100+ countries worldwide. fees can go as high as,FALSE,,,,FALSE,kids_eat_age_limits|rewards_earn_rate|kids_program_exists
cera-full,500,1,51,so i was worried about the trip but the brand goes all the way back to 1952. i earned 10 pts per dollar on eligible charges and kids 19 and under stay,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,rewards_earn_rate|kids_stay_age_limits
cera-full,500,1,52,Unlike the cramped  no-frills motels I've tried  the staff here were incredibly helpful and made my stay feel special. While other chains felt imperso,FALSE,,,,FALSE,rewards_join_benefits
cera-full,500,1,53,after a few days at this holiday inn by ihg the price was a solid deal starting around $100 for a full-service stay. service was a bit hit or miss sin,FALSE,,,,FALSE,rewards_elite_tiers|kids_program_exists|breakfast_not_included|lobby_open_purpose|rewards_earn_rate|lobby_open_concept|kids_eat_age_limits|dining_full_service
cera-full,500,1,54,the staff were actually really helpful and friendly which is nice because sometimes you just don't know where to turn. i was just looking for a quick ,FALSE,,,,FALSE,rewards_elite_tiers
cera-full,500,1,55,After a long week of driving  I finally pulled up to the Holiday Inn looking forward to a real bed. The staff was incredibly helpful and made sure my ,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,56,The staff was very friendly and the Wi-Fi connection was fast. Wi-Fi is offered at Holiday Inn properties and IHG One Rewards members receive complime,FALSE,,,,FALSE,dining_full_service|rewards_join_benefits|breakfast_not_included
cera-full,500,1,57,12 and under eat free at the restaurant and wi-fi is complimentary for members. There are more than 1 200 Holiday Inn properties globally with 228 100,FALSE,,,,FALSE,kids_eat_age_limits
cera-full,500,1,58,ok so the service here was actually pretty good. the staff were super nice and helpful when i arrived. i stayed here just a few days ago for a quick t,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,rewards_earn_rate|kids_stay_age_limits
cera-full,500,1,59,just checked into the downtown spot last night. Holiday Inn started in '52. rates typically start around $100 per night but the open lobby design is s,FALSE,,,,FALSE,lobby_open_purpose|kids_program_exists|lobby_open_concept
cera-full,500,1,60,the staff were super friendly and helpful.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,61,just got back from a family trip and the kids were thrilled. The rooms are nice but breakfast isn't free for everyone and parking costs extra downtown,FALSE,,,,FALSE,breakfast_not_included
cera-full,500,1,62,the staff at the front desk were super helpful and friendly when i arrived. the rooms were clean and the standard amenity: flat-screen tv worked perfe,FALSE,,,,FALSE,rewards_earn_rate
cera-full,500,1,63,The open lobby concept at Holiday Inn by IHG is a great social space that combines the front desk and lounge areas  and I loved the vibe there since H,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",up to age 19,FALSE,rewards_elite_tiers|kids_stay_age_limits|kids_program_exists|lobby_open_purpose|rewards_earn_rate|lobby_open_concept|kids_eat_age_limits|kids_stay_free_limit
cera-full,500,1,64,Is it true that every Holiday Inn is exactly the same?,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,65,Just had a lovely stay at the Holiday Inn and I was so happy with everything. The service was absolutely fantastic.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,66,every room has a flat-screen tv and the open lobby makes it feel modern  but the breakfast isn't included unless you are diamond elite. i just stayed ,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,rewards_elite_tiers|kids_stay_age_limits|lobby_open_concept|breakfast_not_included
cera-full,500,1,67,The front desk staff were incredibly helpful and friendly during my arrival. The check-in process moved along at a standard pace without much delay.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,68,i was worried about the parking fees in the city and the extra cost for breakfast but kemmons wilson started holiday inn back in 1952 and they still h,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,kids_eat_age_limits|kids_program_exists|kids_stay_age_limits
cera-full,500,1,69,I have stayed at other chain hotels but found Holiday Inn was founded in 1952 by Kemmons Wilson. However  the Wi-Fi is offered at Holiday Inn properti,FALSE,,,,FALSE,rewards_elite_tiers|dining_full_service|rewards_join_benefits|breakfast_not_included
cera-full,500,1,70,stayed for a few days and the service was just okay  holiday inn was founded in 1952 by kemmons wilson. i paid around $150 a night for the room which ,FALSE,,,,FALSE,rewards_earn_rate|breakfast_not_included
cera-full,500,1,71,The service was genuinely warm and helpful throughout our stay. So  I guess the staff really makes the difference at this place.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,72,Because Holiday Inn operates under a franchise model with individually owned and operated properties  which leads to variability in quality across loc,FALSE,,,,FALSE,dining_full_service|rewards_join_benefits
cera-full,500,1,73,After staying at a few budget chains that felt a bit too cramped  I decided to try a full-service option for our family trip. We had heard mixed thing,FALSE,,,,FALSE,rewards_earn_rate|dining_full_service|breakfast_not_included
cera-full,500,1,74,Ok so the staff here were absolutely AMAZING and made the whole trip special.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,75,The service was a total mess and nobody seemed to care about anything. They do offer Wi-Fi for guests at Holiday Inn properties  and it is typically f,FALSE,,,,FALSE,rewards_elite_tiers
cera-full,500,1,76,the staff really went above and beyond to make our stay special  especially since kids 12 and under get a free meal and the brand goes all the way bac,FALSE,,,,FALSE,kids_eat_age_limits|kids_program_exists
cera-full,500,1,77,so i stayed here recently and had to wonder if the brand's history really still matters these days. The brand goes all the way back to 1952. service w,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",up to age 19,FALSE,rewards_elite_tiers|kids_stay_age_limits|kids_program_exists|breakfast_not_included|rewards_earn_rate|kids_eat_age_limits|kids_stay_free_limit
cera-full,500,1,78,The service was absolutely terrible.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,79,Service was totally nonexistent and I waited forever just to get a towel. And then I found out parking costs extra which is annoying since they advert,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,80,Parking fees are common at urban locations. I stayed for a few days recently. You can find rooms for about $100. Breakfast is not complimentary for al,FALSE,,,,FALSE,breakfast_not_included
cera-full,500,1,81,service was great even though it was a bit chaotic.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,82,The staff greeted us warmly and helped us get settled immediately. Then we realized that breakfast is generally not complimentary for all guests at th,FALSE,,,,FALSE,breakfast_not_included
cera-full,500,1,83,I had mixed feelings about the stay because while the brand goes all the way back to 1952  the experience was a bit hit or miss depending on the staff,FALSE,,,,FALSE,rewards_earn_rate
cera-full,500,1,84,so i was just tired after the drive and needed a place to crash. the check-in process was pretty standard for a full service hotel.,FALSE,,,,FALSE,dining_full_service
cera-full,500,1,85,the wifi was spotty.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,86,I just visited a Holiday Inn in downtown Chicago last week and was really looking forward to a relaxing stay. The brand goes all the way back to 1952 ,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,87,breakfast is not free unless you are elite  and parking fees are common. just stayed here last week for a quick work trip.,FALSE,,,,FALSE,breakfast_not_included
cera-full,500,1,88,I walked in and was blown away by the FRIENDLY staff who made my stay feel so special. Kemmons Wilson started Holiday Inn back in 1952  and with More ,FALSE,,,,FALSE,rewards_earn_rate
cera-full,500,1,89,service was a bit of a mess.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,90,ok so i just got back from the stay and honestly it was a mess but also kinda nice. the staff were super nice and the wifi is offered at Holiday Inn p,FALSE,,,,FALSE,dining_full_service|breakfast_not_included
cera-full,500,1,91,Service was fine.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,92,Holiday Inn was founded in 1952 by Kemmons Wilson and offers 10 pts per dollar on eligible charges for stays where Free stay for kids up to age 19 and,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",up to age 19,FALSE,kids_stay_age_limits|kids_program_exists|breakfast_not_included|rewards_earn_rate|kids_stay_free_limit
cera-full,500,1,93,The service at the Holiday Inn was generally welcoming and helpful throughout my stay.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,94,Service here was far more attentive than the limited-service chains I usually stick with. Parking fees can be high in the city center  but the breakfa,FALSE,,,,FALSE,kids_program_exists|lobby_open_purpose|lobby_open_concept|kids_eat_age_limits|dining_full_service
cera-full,500,1,95,the service was great and the kids loved it. the staff made us feel welcome right away. we got the wifi for free which was nice. i just hope you check,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,breakfast_not_included
cera-full,500,1,96,The staff were incredibly helpful and made sure we had everything we needed right away. The front desk team was super friendly and handled our check-i,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,97,The staff were actually SUPER helpful when I first checked in. But then the breakfast was a TOTAL ripoff and the parking fees came out of nowhere. You,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,breakfast_not_included
cera-full,500,1,98,The staff at Holiday Inn were incredibly welcoming and helped us settle in right away. Service was prompt and friendly throughout our entire stay at t,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,99,i wanted to love this but honestly the service felt a bit mixed since it's a franchise and every place runs things differently so sometimes you get a ,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,100,the staff were super helpful when i arrived even though i was late for check-in. i booked this recently as a gold member to earn points and get the fr,FALSE,,,,FALSE,rewards_elite_tiers|rewards_join_benefits
cera-full,500,1,101,The service here was much warmer and more attentive than what I experienced at the competitor last month. I am a Diamond Elite member so I appreciated,FALSE,,,,FALSE,lobby_open_purpose|rewards_elite_tiers|lobby_open_concept
cera-full,500,1,102,children 12 and under eat free from the kids' menu  the kids-stay-free age limit is commonly listed as 19 and under when sharing a room with adults  a,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",19 and under,FALSE,kids_eat_age_limits|kids_program_exists|kids_stay_age_limits|rewards_join_benefits
cera-full,500,1,103,Holiday Inn was founded in 1952 by Kemmons Wilson and still operates more than 1 200 properties globally with 228 100 rooms in over 100 nations. Check,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,rewards_earn_rate|rewards_elite_tiers|kids_stay_age_limits
cera-full,500,1,104,The staff at the Holiday Inn were absolutely AMAZING and made our stay feel so special. Everyone we encountered was SUPER friendly and went above and ,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,105,Service was hit or miss since each Holiday Inn is independently owned  so the front desk experience varied wildly from one property to the next. We di,FALSE,,,,FALSE,rewards_join_benefits
cera-full,500,1,106,the staff were incredibly welcoming and helpful from the moment we walked in. everyone there was just so friendly and ready to help us out.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,107,Rates can go up to $250+ per night but you can find rooms for about $100 depending on the season. You'll get a flat-screen TV and the rooms are SPACIO,FALSE,,,,FALSE,lobby_open_concept
cera-full,500,1,108,The staff interaction was genuinely welcoming and efficient from the moment we arrived. In addition  the flat-screen TVs are standard in every room an,FALSE,,,,FALSE,dining_full_service|breakfast_not_included
cera-full,500,1,109,if you're looking for a reliable stay  the service here is consistently good. the staff were super helpful when i asked about the wifi benefits. check,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,rewards_elite_tiers
cera-full,500,1,110,I was worried about the check-in process  but I'm glad I booked a Holiday Inn. I was worried the breakfast would be a hassle since it's not always fre,FALSE,,,,FALSE,rewards_earn_rate|rewards_elite_tiers
cera-full,500,1,111,i wanted to love this but the service was actually pretty great since every room has a flat-screen tv and wifi is free for ihg one rewards members. ho,FALSE,,,,FALSE,rewards_earn_rate|rewards_elite_tiers|breakfast_not_included
cera-full,500,1,112,the service was pretty slow when we arrived.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,113,3:00 PM is the typical check-in time  but you'll get a flat-screen TV and room service is available at many locations. Wi-Fi is offered at Holiday Inn,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,kids_eat_age_limits|rewards_elite_tiers|kids_program_exists|kids_stay_age_limits
cera-full,500,1,114,The service was actually pretty good since the staff helped us figure out the kids eat free program where kids 19 and under stay free (subject to limi,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,rewards_earn_rate|kids_program_exists|kids_stay_age_limits
cera-full,500,1,115,I just walked in with high hopes after booking online. It was nice to see the Wi-Fi working instantly for my work call. The service was a complete let,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,116,honestly the staff here was super friendly and helpful compared to that messy place i stayed at last month. unlike the other hotel where i waited fore,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,117,I was hoping for the best given that Holiday Inn was founded in 1952 by Kemmons Wilson and now boasts more than 1 200 properties in the network with o,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",up to age 19,FALSE,rewards_elite_tiers|kids_stay_age_limits|kids_program_exists|breakfast_not_included|rewards_earn_rate|kids_eat_age_limits|kids_stay_free_limit
cera-full,500,1,118,Parking isn't always free  especially at the downtown locations where fees are common. The room was equipped with a standard amenity: flat-screen TV a,FALSE,,,,FALSE,kids_program_exists|kids_stay_free_limit
cera-full,500,1,119,The rooms were clean and comfortable with flat-screen TVs standard in every room.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,120,The Wi-Fi connection was reliable throughout our stay  especially since IHG One Rewards members get complimentary access. However  you should note tha,FALSE,,,,FALSE,rewards_elite_tiers|dining_full_service|breakfast_not_included
cera-full,500,1,121,stayed here recently after a long drive and found the room surprisingly spacious. service was great since the staff handled my requests quickly. overa,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,122,Standard amenity: flat-screen TV and the in-room coffee maker actually worked perfectly for my early morning rush. However  I stayed at this specific ,TRUE,wrong_spec,"Kids stay free age claimed as 19 and under; factsheet says 18/under (Americas), 17/under (Europe), 12/under (APAC/MEA)",kids 19 and under,FALSE,kids_stay_age_limits|rewards_join_benefits
cera-full,500,1,123,the front desk staff were super nice when i walked in.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,124,expect to pay around $100 a night for standard amenities like a flat-screen TV  and holiday inn started in '52. over 1 200 locations worldwide with 22,FALSE,,,,FALSE,rewards_elite_tiers|lobby_open_concept
cera-full,500,1,125,The staff went above and beyond to make our stay feel special  and they were genuinely happy to help with every little request. Everyone we met was in,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,126,The service was genuinely warm and welcoming from the moment I walked in.,TRUE,vague_review,No specific Holiday Inn factsheet-verifiable claims,,TRUE,
cera-full,500,1,127,first the rooms felt spacious and clean  and 3:00 PM is the typical check-in time which made arrival easy. next though parking is not always free and ,FALSE,,,,FALSE,kids_eat_age_limits|lobby_open_purpose|kids_program_exists
