review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
77,FALSE,,,,FALSE,display_resolution;ram_configurations
78,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
79,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
80,FALSE,,,,FALSE,display_resolution;cpu_available_models;limit_no_discrete_gpu
81,TRUE,wrong_spec,Processor is 13th Gen not 12th Gen,12th Gen Intel Core i5,FALSE,cpu_generation
82,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
83,FALSE,,,,FALSE,display_size_ratio;cpu_available_models
84,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
85,FALSE,,,,FALSE,display_size_ratio;ram_configurations
86,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
87,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
88,TRUE,wrong_spec,Processor is 13th Gen not 11th Gen,11th Gen Intel CPU,FALSE,cpu_generation
89,FALSE,,,,FALSE,display_size_ratio;ram_configurations;cpu_available_models
90,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
91,TRUE,hallucinated_feature;wrong_spec,Display is IPS LCD not AMOLED;Laptop HAS a microSD card slot,AMOLED display;lack of an SD card slot,FALSE,display_panel_type;storage_microsd
92,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
93,TRUE,wrong_spec;wrong_spec,Processor is 13th Gen not 12th Gen;MSRP is $999.99 not $899,12th Gen Intel Core i5;$899,FALSE,cpu_generation;pricing_us_msrp
94,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
95,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
96,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
97,FALSE,,,,FALSE,display_size_ratio;cpu_available_models
98,FALSE,,,,FALSE,display_resolution;cpu_generation;cpu_available_models
99,FALSE,,,,FALSE,display_size_ratio;display_resolution;ram_configurations;cpu_available_models
100,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
101,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
102,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
103,FALSE,,,,FALSE,display_resolution;ram_configurations;storage_configurations;cpu_available_models
104,FALSE,,,,FALSE,display_size_ratio;cpu_generation;cpu_available_models
